,Path,Canonical,Transcript,Predict
69,110395,w o 3 m en 5 k e 3 y i 3 b u 4 t ao 3 l un 4,w o 3 m en 5 k e 3 y i 3 b u 4 t ao 3 l un 4,h u k u 4
70,110396,x i 1 y ang 2 x ian 4 d ai 4 w en 2 m ing 2 sh i 4 b u 2 sh i 4 w ei 2 w u 4 d e 5 w en 2 m ing 2,x i 1 y ang 2 x ian 4 d ai 4 w en 2 m ing 2 sh i 4 b u 2 sh i 4 a 1 w ei 2 w u 4 d e 5 w en 2 m ing 2,s i 4 s d 4 sh 4 u 4 sh i 4 u 4 d 4 4 2
71,110397,ch ong 2 b ai 4 s uo 3 w ei 4 d ong 1 f ang 1 j ing 1 sh en 2 w en 2 m ing 2 d e 5 r en 2 sh uo 1,ch ong 2 b ai 4 s uo 3 w ei 4 e 5 d ong 1 f ang 1 j ing 1 sh en 2 w en 2 m ing 2 d e 5 r en 2 sh uo 1,zh 4 b sh f h 4 4 u 4 f zh ing sh 4 sh 1
72,110398,x i 1 y ang 2 j in 4 d ai 4 w en 2 m ing 2 p ian 1 zh ong 4 w u 4 zh i 4 sh ang 4 h e 2 r ou 4 t i 3 sh ang 4 d e 5 x iang 3 sh ou 4,x i 1 y ang 2 j in 4 d ai 4 w en 2 m ing 2 p ian 1 zh ong 4 w u 4 zh i 4 sh ang 4 h e 2 r ou 4 t i 3 sh ang 4 d e 5 x iang 3 sh ou 4,s i j d 4 p 4 zh 4 zh i 4 zh h e 4 u 4 zh i 4 sh 4 d e 5 sh 4
73,110399,er 2 e 4 sh i 4 x in 1 l ing 2 sh ang 4 y v 3 j ing 1 sh en 2 sh ang 4 d e 5 y ao 1 q iu 2,er 2 e 4 sh i 4 x in 1 l ing 2 sh ang 4 y v 3 j ing 1 sh en 2 sh ang 4 d e 5 y ao 1 q iu 2,er 4 w 3 sh i 5 sh i l 4 sh y i 4 j 2 sh i en 4 sh d e 4 q 2
74,110400,s uo 3 y i 3 sh i 4 w ei 2 w u 4 d e 5 w en 2 m ing 2,s uo 3 y i 3 sh i 4 w ei 2 w u 4 d e 5 w en 2 w en 2 m ing 2,s v sh i v h 4 d 4 w 4
75,110401,w o 3 m en 5 x ian 1 y ao 4 zh i 3 ch u 1 zh e 4 zh ong 3 y i 4 l un 4 h an 2 y ou 3 l ing 2 r ou 4 ch ong 1 t u 1 d e 5 ch eng 2 j ian 4,w o 3 m en 5 x ian 1 y ao 4 zh i 3 ch u 1 zh e 4 zh ong 3 y i 4 l un 4 h an 2 y ou 3 h an 2 y ou 3 l ing 2 a 1 r ou 4 ch ong 1 t u 1 d e 5 ch eng 2 j ian 4,w l 3 s 4 zh i zh 4 zh 4 zh i 4 h 4 y 4 d ing 4 g 4 4 zh zh u d 4 zh 4 zh ian 4
76,110402,w o 3 m en 5 r en 4 w ei 2 c uo 4 w u 4 d e 5 ch eng 2 j ian 4,w o 3 m en 5 r en 4 w ei 2 c uo 4 w u 4 d e 5 ch eng 2 j ian 4,h 4 sh uo u 4 d fch 4 j 4
77,110403,w o 3 m en 5 sh en 1 x in 4,w o 3 m en 5 sh en 1 x in 4,o sh 4
78,110404,j ing 1 sh en 2 d e 5 w en 2 m ing 2 b i 4 x v 1 j ian 4 zh u 4 z ai 4 w u 4 zh i 4 d e 5 j i 1 ch u 3 zh i 1 sh ang 4,j ing 1 sh en 2 d e 5 w en 2 m ing 2 b i 4 x v 1 j ian 4 r i 1 zh u 4 z ai 4 w u 4 zh i 4 d e 5 j i 1 ch u 3 zh i 1 ch eng 1,zh 4 sh i 4 d e 4 b x j 4 zh u 4 s 4 u 4 zh i 4 d 4 j i 4 ch u zh i 4 ch 4
79,110405,t i 2 g ao 1 r en 2 l ei 4 w u 4 zh i 4 sh ang 4 d e 5 x iang 3 sh ou 4,t i 2 g ao 1 r en 2 l ei 4 w u 4 zh i 4 sh ang 4 d e 5 x iang 3 sh ou 4,t 4 g l 4 u u 4 zh v sh d 5 f 4 sh 4
80,110406,z eng 1 j ia 1 r en 2 l ei 4 w u 4 zh i 4 sh ang 4 d e 5 b ian 4 l i 4 y v 3 an 1 y i 4,z eng 1 j ia 1 r en 2 l ei 4 w u 4 zh i 4 sh ang 4 d e 5 b ian 4 l i 4 y v 3 an 1 y i 4,s 4 zh 4 u 4 zh v 4 sh 4 d 4 b 4 l v 4 v 4 er 4 4
81,110407,zh e 4 d u 1 sh i 4 ch ao 2 zh e 5 j ie 3 f ang 4 r en 2 l ei 4 d e 5 n eng 2 l i 4 d e 5 f ang 1 x iang 4 z ou 3,zh e 4 d ou 1 sh i 4 ch ao 2 zh e 5 j ie 3 f ang 4 r en 2 l ei 4 d e 5 n eng 2 l i 4 d e 5 f ang 1 x iang 4 z ou 3,zh e 4 d u 4 sh i 3 zh zh 4 j 5 f 3 r 2 l l 3 d 5 m e l 4 d e 5 f 4 sh 4 uo 5
82,110408,sh i 3 r en 2 m en 5 b u 2 zh i 4 y v 2 b a 3 j ing 1 l i 4 x in 1 s i 5 q van 2 p ao 1 z ai 4 j in 3 j in 3 sh eng 1 c un 2 zh i 1 sh ang 4,sh i 3 r en 2 m en 5 b u 2 zh i 4 y v 2 b a 3 j ing 1 s i 1 j ing 1 l i 4 x in 1 s i 5 q van 2 p ao 1 z ai 4 j in 3 j in 3 sh eng 1 c un 2 zh i 1 ch ang 2,sh i 3 2 b u 3 zh i 3 y b ai 3 j i zhj 3 i 4 i 5 zh e 3 3 ai 3 zh i 3 zh i 3 sh 2 zh i zhch 4
83,110409,sh i 3 t a 1 m en 5 k e 3 y i 3 y ou 3 x v 2 l i 4 q v 4 m an 3 z u 2 t a 1 m en 5 d e 5 j ing 1 sh en 2 sh ang 4 d e 5 y ao 1 q iu 2,sh i 3 t a 1 m en 5 k e 3 y i 3 y ou 3 x v 2 l i 4 q v 4 e 5 m an 4 z u 2 m an 3 z u 2 t a 1 m en 5 d e 5 j ing 1 sh en 2 sh ang 4 d e 5 y ao 1 q iu 2,sh i 4 t 5 4 k y i y 3 3 sh i 4 v 3 q v 4 3 4 3 t m d zh ing sh sh 4 d e 5 4 ch 2
84,110410,d ong 1 f ang 1 d e 5 zh e 2 r en 2 z eng 1 sh uo 1,d ong 1 f ang 1 d e 5 r en 2 zh e 2 r en 2 zh e 2 z eng 1 sh uo 1,d u 1 ong d e zh sh zh 2 sh u 1
85,110411,y i 1 sh i 2 z u 2 er 2 h ou 4 zh i 1 r ong 2 r u 3 c ang 1 l in 3 sh i 2 er 2 h ou 4 zh i 1 l i 3 j ie 2,y i 1 y i 1 sh i 2 z u 2 er 2 h ou 4 zh i 1 r ong 2 r u 3 c ang 1 l i 3 sh i 2 er 2 h ou 4 zh i 1 l i 3 j ie 2,y i 4 i sh i 4 g h ou 4 zh i 3 b r u s l sh i g 4 h h ou 4 ch i 5 l 4 j 2
86,110412,zh e 4 b u 2 sh i 4 sh en 2 m e 5 b o 2 l ai 2 d e 5 j ing 1 j i 4 sh i 3 g uan 1 zh e 4 sh i 4 p ing 2 sh u 4 d e 5 ch ang 2 sh i 2,zh e 4 b u 2 sh i 4 sh en 2 m e 5 b o 2 b o 4 l ai 2 d e 5 j ing 1 j i 4 sh i 3 g uan 1 zh e 4 sh i 4 p ing 2 sh u 4 d e 5 ch ang 2 sh i 2,zh e 4 b sh i 4 sh e 4 4 b 4 ai 4 d eai 4 j ing 4 zh i sh 5 2 zh e 5 sh i 5 p 2 sh 4 d e 5 ch 2 sh i 2
87,110413,r en 2 sh i 4 d e 5 d a 4 b ei 1 j v 4 sh i 4 w u 2 sh u 4 d e 5 r en 2 m en 5 zh ong 1 sh en 1 z uo 4 x ve 4 h an 4 d e 5 sh eng 1 h uo 2,r en 2 sh i 4 d e 5 d a 4 b ei 1 j v 4 sh i 4 w u 2 sh u 4 d e 5 r en 2 m en 5 zh ong 1 sh en 1 z uo 4 z uo 4 x v 1 h an 4 d e 5 sh eng 1 h uo 2,r 4 sh 4 d e 5 d 4 ei 4 sh 3 sh 3 d 5 r 2 zh ong 4 sh 4 zh u u sh h d e 5 sh e 4 4
88,110414,er 2 b u 4 n eng 2 d e 2 zh e 5 z ui 4 d i 1 x ian 4 d u 4 d e 5 r en 2 sh eng 1 x ing 4 f u 2,er 2 b u 4 n eng 2 d e 2 zh e 5 z ui 4 d i 1 x ian 4 d e 5 d u 4 d e 5 r en 2 sh eng 1 x ing 4 f u 2,l 4 b u 4 d 4 zh sh ui 4 zh i 4 x 4 d 4 d 4 r sh sh f u 2
89,110415,b u 4 n eng 2 b i 4 m ian 3 d ong 4 y v 3 e 2,b u 4 n eng 2 b i 4 m ian 3 d ong 4 y v 3 e 4,b u b d u v u 2
90,110416,b u 4 n eng 2 sh e 4 f a 3 z eng 1 j in 4 t a 1 m en 5 d e 5 x ing 4 f u 2,b u 4 n eng 2 sh e 4 f a 3 z eng 1 j in 4 t a 1 m en 5 d e 5 x ing 4 f u 2,bu 1 sh f zh zh 4 t ai m 2 d 5 x ing 2 f u 2
91,110417,q ve 4 b a 3 l e 4 t ian 1 an 1 m ing 4 zh i 1 z u 2 an 1 p in 2 zh ong 3 zh ong 3 c ui 1 m ian 2 y ao 4 g ei 3 t a 1 m en 5 ch i 1,q ve 4 b a 3 l e 4 t ian 1 an 1 m ing 4 zh i 1 z u 2 an 1 p in 2 zh ong 3 zh ong 3 zh ong 3 c ui 1 m ian 2 y ao 4 g ei 3 t a 1 m en 5 ch i 1,q i 4 a 3 4 q 4 an 4 zh i 4 p zh zh 4 zh 4 sh i 4 m 4 4 g t 4 zh i 1
92,110418,j iao 4 t a 1 m en 5 z i 4 j i 3 q i 1 p ian 4 z i 4 j i 3 an 1 w ei 4 z i 4 j i 3,j iao 4 t a 1 m en 5 z i 4 j i 3 q i 1 p ian 4 z i 4 j i 3 an 1 w ei 4 z i 4 j i 3,j 3 d l 3 3 z i 3 j 3 i 3 p 3 3 l i 3 j 3 er 3 l 3 i 3 j 3
93,110419,x i 1 f ang 1 g u 3 d ai 4 y ou 3 y i 4 z e 2 y v 4 y an 2 sh uo 1 h u 2 l i 5 x iang 3 ch i 1 p u 2 t ao 2,x i 1 f ang 1 g u 3 d ai 4 y ou 3 y i 4 y i 4 z e 2 y v 4 y an 2 sh uo 1 h u 2 l i 5 x iang 3 ch i 1 p u 2 t ao 2,i 4 f 4 u 4 d 4 y v 4 y v y i v s i 4 v 4 sh u 4 h u 4 4 shx zh i 4 b u4 t ao 2
94,110420,p u 2 t ao 2 t ai 4 g ao 1 l e 5 t a 1 ch i 1 b u 4 zh e 5,p u 2 t ao 2 t ai 4 g ao 1 l e 5 t a 1 ch i 1 b u 4 zh e 5,p u 1 t 4 f g pf ch v b u f 5
95,110421,zh i 3 h ao 3 sh uo 1 w o 3 b en 3 b u 4 ai 4 ch i 1 zh e 4 s uan 1 p u 2 t ao 5 h u 2 l i 5 ch i 1 b u 4 zh e 5 t ian 2 p u 2 t ao 2,zh i 3 h ao 3 sh uo 1 w o 3 b en 3 b u 4 ai 4 ch i 1 zh e 4 s uan 1 p u 2 t ao 5 h u 2 l i 5 ch i 1 b u 4 zh e 5 t ian 2 p u 2 t ao 2,zh i 4 4 sh w 4 b 4 b u 4 er 4 zh i 4 zh 5 4 b 4 t 4 h u l zh i b u 4 zh 5 zh b 4 zh 2
96,110422,zh i 3 h ao 3 sh uo 1 p u 2 t ao 2 sh i 4 s uan 1 d e 5 r en 2 m en 5 x iang 3 b u 4 zh e 5 w u 4 zh i 4 sh ang 4 d e 5 k uai 4 l e 4,zh i 3 h ao 3 sh uo 1 p u 2 t ao 2 sh i 4 s uan 1 d e 5 r en 2 m en 5 x iang 3 b u 4 zh e 5 w u 4 zh i 4 sh ang 4 d e 5 k uai 4 l e 4,sh u 4 t ao 4 sh 4 s e 5 g 4 x 4 u 4 zh g u zh 4 sh d 5 k 4
97,110423,zh i 3 h ao 3 sh uo 1 w u 4 zh i 4 sh ang 4 d e 5 x iang 3 sh ou 4 sh i 4 b u 4 z u 2 x ian 4 m u 4 d e 5,zh i 3 h ao 3 sh uo 1 w u 4 zh i 4 sh ang 4 d e 5 x iang 3 sh uo 4 sh i 4 b u 4 z u 2 x iang 4 m u 4 d e 5,zh i 4 sh u 4 sh i sh 4 d e 4 sh e 4 sh sh i 4 b u sh 4 u 4 d e 5
98,110424,er 2 p in 2 j ian 4 sh i 4 k e 3 y i 3 j iao 1 r en 2 d e 5,er 2 p in 2 j ian 4 sh i 4 k e 3 y i 3 j iao 1 r en 2 d e 5,b 4 f 4 sh 4 h 4 t 4 d 5
99,110425,zh e 4 y ang 4 z i 4 q i 1 z i 4 w ei 4 ch eng 2 l e 5 l an 3 d uo 4 d e 5 f eng 1 q i 4 y ou 4 b u 4 z u 2 w ei 2 q i 2 l e 5,zh e 4 y ang 4 z i 4 q i 1 w ei 4 ch eng 2 l e 5 l an 3 d uo 4 d e 5 f eng 1 q i 4 y ou 4 b u 4 z u 2 b u 4 z u 2 w ei 2 q i 2 l e 5,zh i i 4 q i w 4 zh e b 4 d 4 d e 4 ff 4 ch i 4 b 4 b u 4 b u 4 u w 4 q i 5
100,110426,y v 2 sh i 4 y ou 3 k uang 2 b ing 4 d e 5 r en 2 y ou 4 j in 4 y i 2 b u 4 s uo 3 x ing 4 h ui 2 g uo 4 t ou 2 q v 4,y v 2 sh i 4 y ou 3 k uang 2 b ing 4 d e 5 r en 2 y ou 4 j in 4 y i 2 b u 4 s uo 3 b u 4 s uo 3 x ing 4 a 1 h ui 2 g uo 4 t ou 2 q v 4,y sh i 4 y 3 g b d e 3 r y 2 j y 2 d u sh 4 yb u sh 3 y 2 4 h ui 4 g 4 zh 3 zh 4
101,110427,q iang 1 z ei 2 sh en 1 t i 3 d uan 4 b i 4 j ve 2 sh i 2 f en 2 sh en 1,q iang 1 z ei 2 sh en 1 t i 3 d uan 4 b ei 4 j ve 2 sh i 2 f en 2 sh en 1,q s e 4 sh en 4 t i d d i q iv sh v 4 f 1 sh eng 1
102,110428,y i 3 q iu 2 n a 4 h uan 4 x iang 3 d e 5 j ing 1 sh en 2 d e 5 an 1 w ei 4,y i 3 q iu 2 n a 4 h uan 4 x iang 3 d e 5 j ing 1 sh en 2 d e 5 an 1 w ei 4,y 1 q h 4 s 4 d 5 j in 2 sh en d 5 k w 4
103,110429,c ong 2 z i 4 q i 1 z i 4 w ei 4 y i 3 zh i 4 y v 2 z i 4 c an 2 z i 4 sh a 1,c ong 2 z i 4 q i 1 z i 4 w ei 4 y i 3 e 5 y i 3 zh i 4 y v 2 z i 4 c an 2 z i 4 sh a 1,h 4 s i 1q i i ui i 4 i ch i v 4 i 4 s e i 4
104,110430,r en 2 sh eng 1 g uan 1 b ian 4 ch eng 2 l e 5 r en 2 s i 3 g uan 1,r en 2 sh eng 1 g uan 1 b ian 4 sh eng 1 l e 5 r en 2 s i 3 e 5 s i 3 g uan 1,r r 4 sh 1 g 4 en 4 sh n e 4 r 2 il e 2 s i 4 g 1
105,110431,ch ao 2 zh e 4 t iao 2 l u 4 sh ang 5 z ou 3 n i 4 t ian 1 er 2 f u 2 x ing 4,zh ao 1 zh e 4 t iao 2 l u 4 sh ang 5 z uo 4 n i 4 n i 4 e 5 n i 4 t ian 1 n i 4 t ian 1 er 2 f u 2 x ing 4,ch 4 zh i ch 5 v u 4 sh e m g 4 c 4 j 4 f 3 sh 4
106,110432,b i 4 zh i 4 y v 2 y ang 3 ch eng 2 l an 3 d uo 4 d e 5 sh e 4 h ui 4,b i 4 zh i 4 y v 2 y ang 3 ch eng 2 l an 3 l an 3 d uo 4 d e 5 sh e 4 h ui 4,d i 1q i v y ch eng 4 2 2 d u d e 4 sh e 4 h 4
107,110433,d uo 1 sh u 4 r en 2 b u 4 k en 3 n u 3 l i 4 y i 3 q iu 2 r en 2 sh eng 1 j i 1 b en 3 y v 4 w ang 4 d e 5 m an 3 z u 2,d uo 1 sh u 4 r en 2 b u 4 k en 3 n u 3 n u 3 l i 4 y i 3 y i 3 q iu 2 y i 3 q iu 2 r en 2 sh eng 1 j i 1 b en 3 y v 4 w ang 4 d e 5 m an 3 m an 3 z u 2,d u 4 sh r b u 4 h 4 y u 3 l i 4 i i 4 g 4 zh e r sh 4 zh i 4 d v 3 w 4 d e 4 m d 2
108,110434,y e 3 j iu 4 b u 4 k en 3 j in 4 y i 2 b u 4 y i 3 q iu 2 x in 1 l ing 2 sh ang 4 y v 3 j ing 1 sh en 2 sh ang 4 d e 5 f a 1 zh an 3 l e 5,y e 3 j iu 4 b u 4 k en 3 d ing 4 y i 2 b u 4 y i 3 q iu 2 x in 1 l ing 2 e 5 sh ang 4 y v 3 j ing 1 sh en 2 sh ang 4 d e 5 f a 1 sh eng 1 l e 5,y 4 zh i 3 d 4 k 5 3 d 4 3 y i 4 b u 3 y 3 3 ing 3 sh i e sh y v 4 zh ing 4 sh 4 sh 3 d e 5 f 1 sh l 5
109,110435,x i 1 y ang 2 j in 4 d ai 4 w en 2 m ing 2 y i 1 w o 3 d e 5 b i 3 j ian 4 k an 4 l ai 2,x i 1 y ang 2 j in 4 d ai 4 w en 2 w en 2 m ing 2 y i 1 w o 3 d e 5 b i 3 j ian 4 k an 4 l ai 2,i 4 zh 3 d w 3 4 y i 3 w 3 d e b 3 j 4 k l e 2
110,110436,sh i 4 j ian 4 zh u 4 z ai 4 s an 1 g e 4 j i 1 b en 3 g uan 1 n ian 4 zh i 1 sh ang 4,sh i 4 j ian 4 zh u 4 z ai 4 s an 1 g e 4 j i 1 b en 3 g uan 1 n ian 4 zh i 1 sh ang 4,4 zh 2 s ai 2 2 g j 4 b 2 g 2 j i 4 sh 4
111,110437,d i 4 y i 1 r en 2 sh eng 1 d e 5 m u 4 d i 4 sh i 4 q iu 2 x ing 4 f u 2,d i 4 y i 1 r en 2 sh eng 1 d e 5 m u 4 d i 4 sh i 4 q iu 2 x ing 4 f u 2,d i i 4 sh e d e 4 i sh i sh u 4 sh i f u 4
112,110438,d i 4 er 4 s uo 3 y i 3 p in 2 q iong 2 sh i 4 y i 4 zh uang 1 z ui 4 e 4,d i 4 er 4 s uo 3 y i 3 p in 2 q iong 2 sh i 4 y i 4 e 5 zh uang 1 y ou 4 er 3,d 4 er 4 sh i 4 p i 4 q 2 sh i i 4 4 ch 4 sh u 1
113,110439,d i 4 s an 1 s uo 3 y i 3 sh uai 1 b ing 4 sh i 4 y i 4 zh uang 1 z ui 4 e 4,d i 4 s an 1 s uo 3 y i 3 sh uai 1 b ing 4 sh i 4 y i 4 zh uang 1 z ui 4 e 4,d i s 4 s 4 y 4 sh 4 b 4 sh 4 y i zh i 4 e 1
114,110440,j ie 4 y ong 4 y i 2 j v 4 d ong 1 f ang 1 g u 3 h ua 4,j ie 4 y ong 4 y i 2 j v 4 d ong 1 f ang 1 g u 3 h ua 4,i v 4 i v 4 ong hf ang u 4 h ang 4
115,110441,zh e 4 j iu 4 sh i 4 y i 4 zh ong 3 l i 4 y ong 4 h ou 4 sh eng 1 d e 5 w en 2 m ing 2,zh e 4 j iu 4 sh i 4 y i 4 zh ong 3 l i 4 y ong 4 h ou 4 sh eng 1 d e 5 w en 2 m ing 2,zh 4 zh sh i y i 4 zh i ong u 3 sh d e 4
116,110442,y in 1 w ei 4 p in 2 q iong 2 sh i 4 y i 4 zh uang 1 z ui 4 e 4 s uo 3 y i 3 y ao 4 k ai 1 f a 1 f u 4 y van 2,y in 1 w ei 4 p in 2 q iong 2 p in 2 q iong 2 sh i 4 y i 4 y i 4 zh uang 1 x iu 4 e 4 s uo 3 y i 3 y ao 4 k ai 1 f a 1 f u 4 y van 2,y in 4 p sh 4 2 4 sh i 4 y i 4 y i 4 zh 4 x 4 ou 5 s uo y 4 k ai 4 f 4 f u 3 y 2
117,110443,j iang 3 l i 4 sh eng 1 ch an 3 g ai 3 l iang 2 zh i 4 z ao 4 k uo 4 zh ang 1 sh ang 1 y e 4,j iang 3 l i 4 sh eng 1 zh ang 3 g ai 3 l iang 2 zh i 4 z ao 4 k uo 4 zh ang 1 sh ang 1 e 4,j sh zh k ai 4 l 4 j i 4 k uo 4 ch 4 sh g e 4
118,110444,y in 1 w ei 4 sh uai 1 b ing 4 sh i 4 y i 4 zh uang 1 z ui 4 e 4 s uo 3 y i 3 y ao 4 y an 2 j iu 1 y i 1 y ao 4,y in 1 w ei 4 sh uai 1 b ing 4 sh i 4 y i 4 zh ong 3 sh i 4 d e 1 z ui 4 e 4 s uo 3 y i 3 y ao 4 y an 2 j iu 1 y i 1 y ao 4,y 4 3 d ian sh 4 y i 3 zh 3 y d sh ui y e 3 h s ou 3 y 4 y 3 y 3 j iu 3 yy y 4
119,110445,t i 2 ch ang 4 w ei 4 sh eng 1 j iang 3 q iu 2 t i 3 y v 4 f ang 2 zh i 3 ch uan 2 r an 3 d e 5 j i 2 b ing 4,t i 2 ch ang 4 w ei 4 sh eng 1 j iang 3 j iang 3 q iu 2 e 5 q i 4 q i 4 q iu 2 q i 4 y v 3 f ang 2 zh i 3 ch uan 2 r an 3 d e 5 j i 2 b ing 4,t ui 1 ch 2 sh zh 4 4 q e 4 z i q i 4 j 3 zh i y v 4 ff 3 zh i 3 zh d e 5 j i 4 zh 4
120,110446,g ai 3 sh an 4 r en 2 zh ong 3 d e 5 y i 2 ch uan 2,g ai 3 sh an 4 r en 2 zh ong 3 d e 5 y i 2 ch uang 2,g 4 sh 4 zh 4 y i 4 ch 2
121,110447,y in 1 w ei 4 r en 2 sh eng 1 d e 5 m u 4 d i 4 sh i 4 q iu 2 x ing 4 f u 2,y in 1 w ei 4 r en 2 sh eng 1 sh eng 1 d e 5 m u 4 d i 4 sh i 4 q iu 2 x ing 4 f u 2,y 1r 4 r 4 sh 4 sh eng d e 4 r 4 j 4 sh i 4 ch sh 2 f u 2
122,110448,s uo 3 y i 3 y ao 4 j ing 1 y ing 2 an 1 sh i 4 d e 5 q i 3 j v 1 b ian 4 l i 4 d e 5 j iao 1 t ong 1,s uo 3 y i 3 y ao 4 j ing 1 y ing 2 an 1 sh i 4 d e 5 q i 3 j v 1 e 5 b ian 4 l i 4 d e 5 e 5 j iao 1 t ong 1,f 3 zh 4 sh i 4 d e j v 4 j v 4 b 4 i 3 d 4 4 q 4 t 1
123,110449,j ie 2 j ing 4 d e 5 ch eng 2 sh i 4 y ou 1 m ei 3 d e 5 y i 4 sh u 4 an 1 q van 2 d e 5 sh e 4 h ui 4,j ie 2 j ing 4 j ie 2 j ing 4 d e 5 ch eng 2 sh i 4 y i 1 y a 5 y ou 1 m ei 3 d e 5 y i 4 sh u 4 an 1 an 1 q van 2 d e 5 sh e 4 h ui 4,j 4 j j i 4 j 4 d e 4 ch eng 2 sh i 4 y ou 4 m ei 4 d e y sh 4 er ai ai 4 zh 2 2 d e 4 sh e 4 h ui 4
124,110450,q ing 1 m ing 2 d e 5 zh eng 4 zh i 4,q ing 1 m ing 2 d e 5 zh eng 4 zh i 4,q d zh 2 zh 4
125,110451,z ong 4 g uan 1 x i 1 y ang 2 j in 4 d ai 4 d e 5 y i 2 q ie 4 g ong 1 y i 4 k e 1 x ve 2 f a 3 zh i 4,z ong 4 g uan 1 j in 4 d ai 4 d e 5 y i 2 q ie 4 g ong 1 y i 4 k e 1 x ve 2 f a 3 zh i 4,4 g 3 i 4 y 2 zh 4 d 4 d y 4 q 2 y g 4 g y 4 h f 4 zh i 4
126,110452,g u 4 r an 2 q i 2 zh ong 1 y e 3 b u 4 sh ao 3 sh a 1 r en 2 d e 5 l i 4 q i 4 y v 3 q in 1 l ve 4 l ve 4 d uo 2 d e 5 zh i 4 d u 4,g u 4 r an 2 q i 2 zh ong 1 e 5 h e 2 b u 4 sh ao 3 sh a 1 r en 2 d e 5 l i 4 q i 4 y v 3 q in 1 l u 4 l u 4 d uo 2 d e 5 zh i 4 d u 4,g u r 4 ch i 3 zh 4 h e 3 d 3 sh 3 3 sh 3 r 3 d v 3 i y v 3 j 4 u 3 u zh 4 d e zh 3 zh d 4
127,110453,w o 3 m en 5 zh ong 1 b u 4 n eng 2 b u 4 ch eng 2 r en 4 n a 4 l i 4 y ong 4 h ou 4 sh eng 1 d e 5 j i 1 b en 3 j ing 1 sh en 2,w o 3 m en 5 zh ong 1 b u 4 n eng 2 b u 4 ch eng 2 r en 4 n a 4 l i 4 y ong 4 h ou 4 sh eng 1 d e 5 j i 1 b en 3 j ing 1 sh en 2,m 4 4 b 2 4 b u sh 4 g 4 l y 4 h 4 sh d e j i 4 d 4 zh 4 sh 2
128,110454,zh e 4 g e 5 l i 4 y ong 4 h ou 4 sh eng 1 d e 5 w en 2 m ing 2,zh e 4 g e 5 l i 4 y ong 4 h ou 4 sh eng 1 d e 5 w en 2 m ing 2,d 4 g ong 4 h u sh d u 2
129,110455,d ang 4 zh en 1 h u 1 l ve 4 l e 5 r en 2 l ei 4 x in 1 l ing 2 sh ang 4 y v 3 j ing 1 sh en 2 sh ang 4 d e 5 y ao 1 q iu 2 m a 5,d ang 4 zh en 1 h u 1 l u 4 l e 5 l u 4 l e 5 r en 2 l ei 4 x in 1 l ing 2 sh ang 4 d e 5 y v 3 j ing 1 sh en 2 sh ang 4 d e 5 y ao 1 q iu 2 m a 5,d 4 zh 4 u 3 b u 3 r u 4 e r 5 4 s 2 l sh 4 g v 4 zh 4 sh en 2 sh 4 d e 5 e 4 ch 3 5
130,110456,d ang 4 zh en 1 sh i 4 y i 4 zh ong 3 w ei 2 w u 4 d e 5 w en 2 m ing 2 m a 5,d ang 4 zh en 1 sh i 4 y i 4 zh ong 3 w ei 2 w u 4 d e 5 w en 2 m ing 2 m a 5,d 1 ch 4 sh 4 ch 4 u 4 d w 4 l 5
131,110457,y van 3 f ei 1 d ong 1 y ang 2 j iu 4 w en 2 m ing 2 s uo 3 n eng 2 m eng 4 j ian 4,y van 3 f ei 1 d ong 1 y ang 2 j iu 4 w en 2 m ing 2 s uo 3 n eng 2 m eng 4 j ian 4,b 4 hh ui 4 b ong zh w 4 2 e 4 b 4 j 4
132,110458,z ai 4 zh e 4 y i 4 f ang 1 m ian 4 k an 4 l ai 2 x i 1 y ang 2 j in 4 d ai 4 w en 2 m ing 2 j ve 2 f ei 1 w ei 2 w u 4 d e 5,z ai 4 zh e 4 y i 4 f ang 1 m ian 4 y i 4 f ang 1 m ian 4 k an 4 l ai 2 ei 1 z i 4 y ang 2 j in 4 d ai 4 w en 2 m ing 2 j ve 2 f ei 1 w ei 2 w u 4 d e 5,4 zh 4 f 2 m 4 y 4 f 4 m 4 k 4 i 3 s i 4 zh d ai 5 g l j 4 h ei 4 u 3 d 5
133,110459,n ai 3 sh i 4 l i 3 x iang 3 zh u 3 y i 4 d e 5,n ai 3 sh i 4 l i 3 x iang 3 zh u 3 y i 4 d e 5,4 sh i sh 4 sh u i 5
134,110460,n ai 3 sh i 4 j ing 1 sh en 2 d e 5,n ai 3 sh i 4 j ing 1 sh en 2 d e 5,1 sh 1 sh e 5
135,110461,w o 3 m en 5 x ian 1 c ong 2 l i 3 zh i 4 d e 5 f ang 1 m ian 4 sh uo 1 q i 3,w o 3 m en 5 x ian 1 c ong 2 l i 3 zh i 4 d e 5 f ang 1 m ian 4 sh uo 1 q i 3,w o 3 o 2 s en 1 sh 4 l i 4 j i 4 d f m sh u 4 q i 3
