,Path,Canonical,Transcript
244,NQH_7_NAM_S0049_94,k o _1 m i m _3 k M7 j _2 t_h 7_X t _6b t M7 j _1,k o _1 m i m _3 k M7 j _2 t_h 7_X t _6b t M7 j _1
245,TQA_7_NAM_S0045_214,t 7 _5a k u Nm _4 d o Nm _2 i _5a v 7 j _5a i _5a k ie n _5a k uo _3 k 7_X w _6a,t 7 _5a k u Nm _4 d o Nm _2 i _5a v 7 j _5a i _5a k ie n _5a k uo _3 k 7_X w _6a
246,NT_7_NAM_S0009_20,d o Nm _2 b a_X N _2 v u Nm _2 d 7_X t _5b r o Nm _6a b a_X N _2 f a_X N _3,d o Nm _2 b a_X N _2 v u Nm _2 d 7_X t _5b r o Nm _6a b a_X N _2 f a_X N _3
247,CTT_Nam_6_S00044_13,d o _5a b a n _6a b E _5a l e _1 t_h i k _5b l a m _2 dZ i _2,d o _5a b a n _6a b E _5a l e _1 t_h i k _5b l a m _2 dZ i _2
248,TQA_7_NAM_S0045_290,t M7 N _5a t M7 N _5a N wp ie n _4 tS i k _5b d a _4 z u Nm _2 b o _2 k 7_X w _1 d M7 _1 t i n _1 G O p _5b f 7_X n _2 d E_X J _5a t_h a_X N _5a J ie w _2 tS 7_X n _6a k wp a n _1 tS O_X Nm _6a,t M7 N _5a t M7 N _5a N wp ie n _4 tS i k _5b d a _4 z u Nm _2 b o _2 k 7_X w _1 d M7 _1 t i n _1 G O p _5b f 7_X n _2 d E_X J _5a t_h a_X N _5a J ie w _2 tS 7_X n _6a k wp a n _1 tS O_X Nm _6a
249,ĐNK_7_NU_S0048_94,ts_ i _1 7 j _1 z M7 _6a t_h E w _1 b a j _2 d O_X kp _6b h a_X j _4 t a _3 l a j _6a h i J _2 E_X J _3 k uo _3 m o t _6b l wp a j _2 ts_ i m _1 m a _2 k 7_X w _6a t_h i k _5b,ts_ i _1 7 j _1 z M7 _6a t_h E w _1 b a j _2 d O_X kp _6b h a_X j _4 t a _3 l a j _6a h i J _2 E_X J _3 k uo _3 m o t _6b l wp a j _2 ts_ i m _1 m a _2 k 7_X w _6a t_h i k _5b
250,GQM_Nam_6_S0006_44,t 7 _5a d o _5a k 7_X w _6a d O _5a l a _2 k O n _1 dZ i _2,t 7 _5a d o _5a k 7_X w _6a d O _5a l a _2 k O n _1 dZ i _2
251,ĐNK_7_NU_S0048_302,h E_X J _2 d o Nm _6a k uo _3 k a k _5b k 7_X w _6a b E _5a G 7_X j _1 r a _1 ts_ wp ie n _6a d a_X w _1 l O_X Nm _2,h E_X J _2 d o Nm _6a k uo _3 k a k _5b k 7_X w _6a b E _5a G 7_X j _1 r a _1 ts_ wp ie n _6a d a_X w _1 l O_X Nm _2
252,PTL_7_NU_S0008_49,n O _5a k O _5a k E_X J _5a m u j _4 J O _3 d o j _1 t a j _1 m e m _2 t_h 7_X n _1 n O _5a k u Nm _4 m e m _2,n O _5a k O _5a k E_X J _5a m u j _4 J O _3 d o j _1 t a j _1 m e m _2 t_h 7_X n _1 n O _5a k u Nm _4 m e m _2
253,THA_7_NU_S0043_95,k 7_X w _6a b E _5a h wp i _1 b uo n _2 b a _2 E m _1 s i n _1 l o j _4 t_h 7_X j _2,k 7_X w _6a b E _5a h wp i _1 b uo n _2 b a _2 E m _1 s i n _1 l o j _4 t_h 7_X j _2
254,HYT_Nu_6_S0005_82,n M7 _3 t_h 7_X n _1 tS e n _1 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a,n M7 _3 t_h 7_X n _1 tS e n _1 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a
255,PTL_7_NU_S0008_66,s M _5a S 7 _3 m uo N _1 t_h u _5a,s M _5a s M _3 m uo N _1 t_h u _5a
256,THA_7_NU_S0043_139,S a_X w _1 x i _1 d O_X kp _6b s O_X Nm _1 b a j _2 d O_X kp _6b,S a_X w _1 x i _1 d O_X kp _6b s O_X Nm _1 b a j _2 d O_X kp _6b
257,TTD_7_NAM_S0001_158,m o t _6b l a _2 k O n _1 tS 7_X w _1 d E n _1 l o Nm _1 m M7 t _6b,m o t _6b l a _2 k O n _1 tS 7_X w _1 d E n _1 l o Nm _1 m M7 t _6b
258,PTL_7_NU_S0008_33,b a n _6a b a n _6a r u _3 E m _1 h a j _5a h wp a _1 tS O_X Nm _1 k o Nm _1 v ie n _1 v ie n _1,b a n _6a b a n _6a r u _3 E m _1 h a j _5a h wp a _1 tS O_X Nm _1 k o Nm _1 v ie n _1 v ie n _1
259,GQM_Nam_6_S0006_74,n a N _2 t ie n _1 k a _5a k O _5a t 7_X t _5b k a _3 k a k _5b k a k _5b ts_ u _5a n a N _2 m uo n _5a,n a N _2 t ie n _1 k a _5a k O _5a t 7_X t _5b k a _3 k a k _5b k a k _5b ts_ u _5a n a N _2 m uo n _5a
260,HYT_Nu_6_S0005_71,n M7 _3 t_h 7_X n _1 tS e n _1 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a,n M7 _3 t_h 7_X n _1 tS e n _1 k uo _3 n a N _2 J M _1 m o t _6b k o _1 b E _5a
261,TQA_7_NAM_S0045_8,t 7 _5a d o _5a k a k _5b k 7_X w _6a h i J _2 E_X J _3 S o _5a S a_X w _5a v a _2 ts_ i m _1 dZ i _2 v 7_X j _6a,t 7 _5a d o _5a k a k _5b k 7_X w _6a h i J _2 E_X J _3 S o _5a S a_X w _5a v a _2 ts_ i m _1 dZ i _2 v 7_X j _6a
262,TTMK_7_NU_S0044_155,v i _2 S a w _1 ts_ i m _1 S E _3 t_h M7 N _2 J a_X j _3 m a _2 x o Nm _1 d i _1,v i _2 S a w _1 ts_ i m _1 S E _3 t_h M7 N _2 J a_X j _3 m a _2 x o Nm _1 d i _1
263,TTT_Nu_6_S00049_12,b a n _6a t_h 7_X j _5a t 7 _5a d O_X kp _6b k O _5a h a_X j _1 x o Nm _1,b a n _6a t_h 7_X j _5a t 7 _5a d O_X kp _6b k O _5a h a_X j _1 x o Nm _1
264,PTT_7_NU_S0041_64,k a k _5b ts_ a_X w _5a d e w _2 k O _5a i k _5b d e w _2 d a N _5a ie w _1,k a k _5b ts_ a_X w _5a d e w _2 k O _5a i k _5b d e w _2 d a N _5a ie w _1
265,HYT_Nu_6_S0005_61,t 7 _5a ts_ M7 _1 k 7_X w _6a a _2,t 7 _5a ts_ M7 _1 k 7_X w _6a a _2
266,THA_Nu_6_S00042_133,a j _1 d a _4 ts_ ie n _5a t_h a_X N _5a v 7_X j _6a,a j _1 d a _4 ts_ ie n _5a t_h a_X N _5a v 7_X j _6a
267,CPT_Nu_6_S0004_27,m a_X t _5b t_h o _1 l o _5a,m a_X t _5b t_h o _1 l o _5a
268,PC_7_NAM_S0004_50,t 7 _5a t_h i k _5b k O n _1 ts_ O _5a b 7 j _3 n O _5a dZ u p _5b dZ u p _5b k E_X J _1 k E_X J _1 k E_X J _1 J a _2 d e _3 d 7 _4 tS o m _6a v a w _2,t 7 _5a t_h i k _5b k O n _1 ts_ O _5a b 7 j _3 n O _5a dZ u p _5b dZ u p _5b k E_X J _1 k E_X J _1 k E_X J _1 J a _2 d e _3 d 7 _4 tS o m _6a v a w _2
269,TTMK_7_NU_S0044_186,t_h i _2 h o m _1 n a_X j _1 ts_ a_X k _5b n O _5a v 7_X n _4 d a N _1 t a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2,t_h i _2 h o m _1 n a_X j _1 ts_ a_X k _5b n O _5a v 7_X n _4 d a N _1 t a_X m _5a n a_X N _5a m a_X t _6b tS 7 j _2
270,ĐNK_7_NU_S0048_120,v i _2 v 7_X j _6a x i _1 k 7_X n _2 N i _3 n O _5a k O _1 m o t _6b ts_ 7_X n _1 l e n _1 a p _5b S a t _5b b u Nm _6a,v i _2 v 7_X j _6a x i _1 k 7_X n _2 N i _3 n O _5a k O _1 m o t _6b ts_ 7_X n _1 l e n _1 a p _5b S a t _5b b u Nm _6a
271,TTMK_7_NU_S0044_226,ts_ i m _1 dZ i _2 dZ o Nm _5a m a_X t _6b m E w _2 a_X n _1 d e n _1 ts_ wp ie n _1 b a_X t _5b ts_ uo t _6b v 7_X j _6a k a k _5b k 7_X w _6a,ts_ i m _1 dZ i _2 dZ o Nm _5a m a_X t _6b m E w _2 a_X n _1 d e n _1 ts_ wp ie n _1 b a_X t _5b ts_ uo t _6b v 7_X j _6a k a k _5b k 7_X w _6a
272,TTMK_7_NU_S0044_4,a _1 d O _5a l a _2 ts_ i m _1 k E_X J _5a k u t _6b t 7 _5a k wp e n _1,a _1 d O _5a l a _2 ts_ i m _1 k E_X J _5a k u t _6b t 7 _5a k wp e n _1
273,NMA_7_NU_S0002_123,k 7_X w _1 v a_X n _1 n a w _2 ts_ O _1 b ie t _5b k 7_X j _1 d a _1 d a _4 S o Nm _5a r 7_X t _5b l 7_X w _1,k 7_X w _1 v a_X n _1 n a w _2 ts_ O _1 b ie t _5b k 7_X j _1 d a _1 d a _4 s o Nm _5a r 7_X t _5b l 7_X w _1
274,PC_7_NAM_S0004_14,ts_ u _5a v u t _6b b a_X j _1 l e n _1,ts_ u _5a v u t _6b b a_X j _1 l e n _1
275,VTA_Nam_6_S0002_14,h o m _1 tS M7 k _5b E m _1 x wp a k _5b l a k _5b ts_ i _6a b O _3 k wp a _1 J E _5a,h o m _1 tS M7 k _5b E m _1 x wp a k _5b l wp a k _5b ts_ i _6a b O _3 k wp a _1 J E _5a
276,NMA_7_NU_S0002_143,b M k _5b tS E_X J _1 m E _6a m uo _1,b M k _5b tS E_X J _1 m E _6a m uo _1
277,NQH_7_NAM_S0049_60,t 7 _5a d O_X kp _6b tS M7 k _5b J E _5a,t 7 _5a d O_X kp _6b tS M7 k _5b J E _5a
278,NDBA_7_NAM_S0010_119,z M t _5b l 7 j _2 l a w _4 b ie n _5a t_h E_X J _2 m o t _6b k O n _1 ts_ uo t _6b J a_X t _5b,z M t _5b l 7 j _2 l a w _4 b ie n _5a t_h E_X J _2 m o t _6b k O n _1 ts_ uo t _6b J a_X t _5b
279,THA_Nu_6_S00042_25,r o j _2 b i _6a ts_ i m _2 s uo N _5a,r o j _2 b i _6a ts_ i m _2 s uo N _5a
280,TQA_7_NAM_S0045_24,a _2 h i J _2 E_X J _3 S o _5a S a_X w _5a l a _2 k O n _1 k wp a _6a,a _2 h i J _2 E_X J _3 S o _5a S a_X w _5a l a _2 k O n _1 k wp a _6a
281,TQA_7_NAM_S0045_210,t 7 _5a m uo n _5a n O j _5a v 7 j _5a k a k _5b k 7_X w _6a 7_X j _5a,t 7 _5a m uo n _5a n O j _5a v 7 j _5a k a k _5b k 7_X w _6a 7_X j _5a
282,PTT_7_NU_S0041_134,t 7 _5a h O j _3 k 7_X w _6a dZ M7 _4 b uo j _3 tS M7 _1 h E _2,t 7 _5a h O j _3 k 7_X w _6a dZ M7 _4 b uo j _3 tS M7 _1 h E _2
283,PC_7_NAM_S0004_9,d M N _5a J i n _2 m e J _1 m o Nm _1,d M N _5a J i n _2 m e J _1 m o Nm _1
284,NMA_7_NU_S0002_191,l u _4 k O n _1 ts_ ie m _1 ts_ ie p _5b t_h E w _1 l ie n _2 d a_X N _2 S a_X w _1,l u _4 k O n _1 ts_ ie m _1 ts_ ie p _5b t_h E w _1 l ie n _1 d a_X N _2 s a_X w _1
285,MK_7_NU_S0007_122,N a_X j _2 s M7 _1 l wp a j _2 N M7 j _2,N a_X j _2 s M7 _1 l wp a j _2 N M7 j _2
286,LXT_Nam_6_S0008_131,d M7 k _6b,d M7 k _6b
287,GQM_Nam_6_S0006_98,i _5a a _1 n a N _2 t ie n _1 k a _5a,i _5a a _1 n a N _2 t ie n _1 k a _5a
288,CNBA_Nu_6_S0003_24,h a_X j _4 m 7 _3 k M7 _3 r a _1,h a_X j _4 m 7 _3 k M7 _3 r a _1
289,NDBA_7_NAM_S0010_103,t_h e _5a n a w _2 J a _2 v uo _1 k u Nm _4 tS O_X Nm _6a t M7 N _3 t_h M7 N _3,t_h e _5a n a w _2 J a _2 v uo _1 k u Nm _4 ts_ O n _6a t M7 N _3 t_h M7 N _3
290,NMA_7_NU_S0002_106,k O n _1 h M7 w _1 k O n _1 v O j _1 k O n _1 t e _1 dZ a k _5b k O n _1,k O n _1 h M7 w _1 k O n _1 v O j _1 k O n _1 t e _1 dZ a k _5b k O n _1
291,THA_Nu_6_S00042_192,b a _2 k O _5a J O _1 b a _1 k O _5a tS a _2 h a _2 k O _5a m ie _5a b E _5a l e _1 k O _5a S M7 _4,b a _2 k O _5a J O _1 b a _1 k O _5a tS a _2 h a _2 k O _5a m ie _5a b E _5a l e _1 k O _5a S M7 _5a
292,ĐNK_7_NU_S0048_137,ts_ i m _1 dZ i _2 k O _5a b o _6a l o Nm _1 l uo n _1 r M k _6b r 7 _4 S a_X k _5b m a_X w _2 m a _2 r 7_X t _5b d E p _6b,ts_ i m _1 dZ i _2 k O _5a b o _6a l o Nm _1 l uo n _1 r M k _6b r 7 _4 S a_X k _5b m a_X w _2 m a _2 r 7_X t _5b d E p _6b
293,NHM_7_NU_S0006_129,d u Nm _5a N a_X j _2 h o j _6a l 7 n _5a k a k _5b h wp a N _2 t M _3 m a N _1 k uo _3 N O n _1 v 7_X t _6b l a _6a k a k _5b n 7 j _1 v e _2 d o Nm _1 d u _3,d u Nm _5a N a_X j _2 h o j _6a l 7 n _5a k a k _5b h wp a N _2 t M _3 m a N _1 k uo _3 N O n _1 v 7_X t _6b l a _6a k a k _5b n 7 j _1 v e _2 d o Nm _1 d u _3
294,TTMK_7_NU_S0044_99,b O_X Nm _5a ts_ E _1 r 7 p _6b m a_X t _6b d 7_X t _5b,b O_X Nm _5a ts_ E _1 r 7 p _6b m a_X t _6b d 7_X t _5b
295,PTL_7_NU_S0008_95,m a N _1 d e n _5a l 7 p _5b d o _2 v 7_X t _6b d o _2 ts_ 7 j _1 h i J _2 m o t _6b l wp a j _2 v 7_X t _6b h wp a_X k _6b tS E_X J _1 E_X J _3 l wp a j _2 v 7_X t _6b m a _2 k 7_X w _6a ie w _1 t_h i k _5b J E _5a,m a N _1 d e n _5a l 7 p _5b d o _2 v 7_X t _6b d o _2 ts_ 7 j _1 h i J _2 m o t _6b l wp a j _2 v 7_X t _6b h wp a_X k _6b tS E_X J _1 E_X J _3 l wp a j _2 v 7_X t _6b m a _2 k 7_X w _6a ie w _1 t_h i k _5b J E _5a
296,THA_7_NU_S0043_133,m 7_X m _2 n O n _1 v M7 n _2 d M N _5a z 7_X j _6a,m 7_X m _2 n O n _1 v M7 n _2 d M N _5a z 7_X j _6a
297,NMA_7_NU_S0002_202,ts_ O n _6a i _5a d u Nm _5a,ts_ O n _6a i _5a d u Nm _5a
298,THA_7_NU_S0043_131,h wp a _1 x wp E _1 S a_X k _5b n 7 j _1 n 7 j _1,h wp a _1 x wp E _1 S a_X k _5b n 7 j _1 n 7 j _1
299,ĐNL_Nu_6_S0007_80,J M N _1 x i _3 l E w _1 t O t _5b m o t _6b k a j _5a d a _4 t a_X N _5a d a _4 t_h a_X N _5a,J M N _1 x i _3 l E w _1 t O t _5b m o t _6b k a j _5a d a _4 t a_X N _5a d a _4 t_h a_X N _5a
300,NDBA_7_NAM_S0010_126,b M7 _4 t o j _5a d M7 k _6b ts_ wp 7_X n _3 b i _6a t_h i J _6a S wp a n _6a ts_ O _1 m O j _6a N M7 j _2,b M7 _4 t o j _5a d M7 k _6b ts_ wp 7_X n _3 b i _6a t_h i J _6a S wp a n _6a ts_ O _1 m O j _6a N M7 j _2
301,NT_7_NAM_S0009_10,N o j _1 J a _2 d a _4 l a m _2 s O_X Nm _1,N o j _1 J a _2 d a _4 l a m _2 s O_X Nm _1
302,TTMK_7_NU_S0044_193,h 7_X n _1 7 j _1 k 7_X w _6a tS a _3 l 7 j _2 dZ u p _5b t 7 _5a k 7_X w _1 n a_X j _2 J E _5a,h 7_X n _1 7 j _1 k 7_X w _6a tS a _3 l 7 j _2 dZ u p _5b t 7 _5a k 7_X w _1 n a_X j _2 J E _5a
303,NTN_7_NU_S0042_60,ie w _1 t_h M7 N _1 E m _1 N a_X m _5a m a j _4,ie w _1 t_h M7 N _1 E m _1 N a_X m _5a m a j _4
304,NTN_7_NU_S0042_64,S a N _5a n a w _2 E m _1 d e n _5a l 7 p _5b,S a N _5a n a w _2 E m _1 d e n _5a l 7 p _5b
305,NHM_7_NU_S0006_41,v i _2 S a w _1 t_h 7_X n _2 dZ O _5a f a j _3 ts_ i w _6a t_h uo _1 o Nm _1 m E_X J _6a,v i _2 s a w _1 t_h 7_X n _2 dZ O _5a f a j _3 ts_ i w _6a t_h uo _1 o Nm _1 m E_X J _6a
306,GQM_Nam_6_S0006_45,d O _5a l a _2 k O n _1 m E w _2,d O _5a l a _2 k O n _1 m E w _2
307,PTL_7_NU_S0008_121,ts_ wp ie n _3 S a N _1 b a j _2 x a k _5b J E _5a,ts_ wp ie n _3 S a N _1 b a j _2 x a k _5b J E _5a
308,TTMK_7_NU_S0044_230,ts_ i m _1 k O _5a b o _6a l o _1 l o Nm _1 d uo j _1 r M k _6b r 7 _4 S a_X p _5b m a_X w _2 m uo _5a r 7_X t _5b d E p _6b l a _2 ts_ i m _1 k o Nm _1 E_X J _1,ts_ i m _1 k O _5a b o _6a l o _1 l o Nm _1 d uo j _1 r M k _6b r 7 _4 S a_X p _5b m a_X w _2 m uo _5a r 7_X t _5b d E p _6b l a _2 ts_ i m _1 k o Nm _1 E_X J _1
309,THA_Nu_6_S00042_61,d u Nm _5a r o j _2 k 7_X w _6a dZ O j _3 k wp a _5a,d u Nm _5a r o j _2 k 7_X w _6a dZ O j _3 k wp a _5a
310,NMA_7_NU_S0002_141,tS O_X Nm _1 v E w _1 tS 7 j _2 k a w _1,tS O_X Nm _1 v E w _1 tS 7 j _2 k a w _1
311,LXT_Nam_6_S0008_12,t ie p _5b d O _5a l a j _6a k wp a_X j _1 S a N _1 G a _2 m a j _5a v a N _2,t ie p _5b d O _5a l a j _6a k wp a_X j _1 s a N _1 G a _2 m a j _5a v a N _2
312,TQA_7_NAM_S0045_273,b 7_X j _2 ts_ i m _1 k u _1 G 7_X t _6b G u _2 k a _1 h a t _5b,b 7_X j _2 ts_ i m _1 k u _1 G 7_X t _6b G u _2 k a _1 h a t _5b
313,PC_7_NAM_S0004_17,k a _3 t wp a n _5a ts_ i m _1 k u _1,k a _3 t wp a n _5a ts_ i m _1 k u _1
314,TPA_Nu_6_S0009_146,k a _3 l 7 p _5b t i w _5a t i t _5b ts_ wp 7_X n _3 b i _6a ts_ O _1 b uo j _3 h O_X kp _6b k uo j _5a n a_X m _1,k a _3 l 7 p _5b t i w _5a t i t _5b ts_ wp 7_X n _3 b i _6a ts_ O _1 b uo j _3 h O_X kp _6b k uo j _5a n a_X m _1
315,TTMK_7_NU_S0044_9,d O _5a l a _2 k wp a _6a k a k _5b k 7_X w _6a 7 j _1 h i J _2 E_X J _3 S o _5a b a_X j _3 l a _2 ts_ i m _1 dZ i _2 v 7_X j _6a,d O _5a l a _2 k wp a _6a k a k _5b k 7_X w _6a 7 j _1 h i J _2 E_X J _3 S o _5a b a_X j _3 l a _2 ts_ i m _1 dZ i _2 v 7_X j _6a
316,NDBA_7_NAM_S0010_2,tS O_X Nm _1 x u _1 r M N _2 n O _6a k a k _5b k O n _1 v 7_X t _6b d e w _2 b 7_X n _6a r o n _6a,tS O_X Nm _1 x u _1 r M N _2 n O _6a k a k _5b k O n _1 v 7_X t _6b d e w _2 b 7_X n _6a r o n _6a
317,LXT_Nam_6_S0008_29,s e _1 G a _2 tS o Nm _5a S a j _1 x ie n _5a z a_X j _6a z o _4 t 7_X t _5b k a _3,s e _1 G a _2 tS o Nm _5a s a j _1 x ie n _5a z a_X j _6a z o _4 t 7_X t _5b k a _3
318,ĐNK_7_NU_S0048_147,n 7 _3 d 7_X j _2 h wp a _1 tS a_X N _5a,n 7 _3 d 7_X j _2 h wp a _1 tS a_X N _5a
319,ĐNK_7_NU_S0048_101,b O_X Nm _5a ts_ E _1 r 7 p _6b m a_X t _6b d 7_X t _5b,b O_X Nm _5a ts_ E _1 r 7 p _6b m a_X t _6b d 7_X t _5b
320,MK_7_NU_S0007_17,M7 k _5b m 7 _1 k uo _3 k 7_X w _6a l a _2 dZ i _2,M7 k _5b m 7 _1 k uo _3 k 7_X w _6a l a _2 dZ i _2
321,TTMK_7_NU_S0044_154,n e w _5a t_h 7_X j _5a N wp i _1 h ie m _3 k O _2 k O _5a t_h e _3 b a_X j _1 d i _1 tS o n _5a t_h 7_X t _6b J E_X J _1,n e w _5a t_h 7_X j _5a N wp i _1 h ie m _3 k O _2 k O _5a t_h e _3 b a_X j _1 d i _1 tS o n _5a t_h 7_X t _6b J E_X J _1
322,NTN_7_NU_S0042_29,h a_X N _2 N a_X j _2 m i J _2 d M7 k _6b d e n _5a l 7 p _5b h O_X kp _6b t 7_X p _6b,h a_X N _2 N a_X j _2 m i J _2 d M7 k _6b d e n _5a l 7 p _5b h O_X kp _6b t 7_X p _6b
323,VTA_Nam_6_S0002_5,t 7 _5a b ie t _5b b a_X j _1,t 7 _5a b ie t _5b b a_X j _1
324,TTMK_7_NU_S0044_10,t 7 _5a m 7 j _5a h 7_X n _1 tS a _3 l 7 j _2 h o _6a t 7 _5a,t 7 _5a m 7 j _5a h 7_X n _1 tS a _3 l 7 j _2 h o _6a t 7 _5a
325,CPT_Nu_6_S0004_6,m E _6a a _6a tS e n _1 S 7_X n _1 k O _5a m o t _6b k O n _1 t_h u _5a z M _4 l a_X m _5a,m E _6a a _6a tS e n _1 s 7_X n _1 k O _5a m o t _6b k O n _1 t_h u _5a z M _4 l a_X m _5a
326,TTD_7_NAM_S0001_25,l o Nm _1 v a N _2 m a t _5b z i w _6a,l o Nm _1 v a N _2 m a t _5b z i w _6a
327,ĐNK_7_NU_S0048_52,t 7 _5a ts_ O n _6a i _5a a _1,t 7 _5a ts_ O n _6a i _5a a _1
328,TQA_7_NAM_S0045_204,h E_X J _2 d o Nm _6a k uo _3 k a k _5b k 7_X w _6a b E _5a G 7_X j _1 r a _1 ts_ wp ie n _6a dZ i _2 d a_X w _1 l O_X Nm _2,h E_X J _2 d o Nm _6a k uo _3 k a k _5b k 7_X w _6a b E _5a G 7_X j _1 r a _1 ts_ wp ie n _6a dZ i _2 d a_X w _1 l O_X Nm _2
329,NTN_7_NU_S0042_70,n a_X N _5a G E _5a v a w _2 k M7 _3 l 7 p _5b,n a_X N _5a G E _5a v a w _2 k M7 _3 l 7 p _5b
330,NNM_Nu_6_S00045_110,k e w _1 l 7 n _5a h a _1 h a _1,k e w _1 l 7 n _5a h a _1 h a _1
331,ĐNK_7_NU_S0048_96,J M N _4 k O n _1 ts_ i m _1 k 7 _1 p u kp _5b m a _2 m i J _2 d O _3 ts_ O t _5b,J M N _4 k O n _1 ts_ i m _1 k 7 _1 p u kp _5b m a _2 m i J _2 d O _3 ts_ O t _5b
332,MK_7_NAM_S0005_108,7_X w _1 k 7 _1 G a_X p _6b l a k _6b l O_X Nm _1 k wp 7_X n _1 r o j _2 n e n _1 v 7 _6a n e n _1 ts_ o Nm _2,7_X w _1 k 7 _1 G a_X p _6b l a k _6b l O_X Nm _1 k wp 7_X n _1 r o j _2 n e n _1 v 7 _6a n e n _1 ts_ o Nm _2
333,NNM_Nu_6_S00045_36,d 7_X m _2 l uo _5a d 7_X m _2 k a _5a d 7_X p _6b l uo _5a t 7_X m _5a t 7_X p _5b n 7_X p _6b,d 7_X m _2 l uo _5a d 7_X m _2 k a _5a d 7_X p _6b l uo _5a t 7_X m _5a t 7_X p _5b n 7_X p _6b
334,NHM_7_NU_S0006_92,dZ 7 _2 b O n _6a m i J _2 k u Nm _2 d O_X kp _6b m o t _6b k 7_X w _1 ts_ wp ie n _6a d O _5a ts_ i J _5a l a _2 S M _6a t i k _5b b E_X J _5a ts_ M N _1 b E_X J _5a z a_X j _2 J E _5a b a n _6a,dZ 7 _2 b O n _6a m i J _2 k u Nm _2 d O_X kp _6b m o t _6b k 7_X w _1 ts_ wp ie n _6a d O _5a ts_ i J _5a l a _2 s M _6a t i k _5b b E_X J _5a ts_ M N _1 b E_X J _5a z a_X j _2 J E _5a b a n _6a
335,ĐNL_Nu_6_S0007_19,x i _1 m E _6a m a_X t _6b tS 7 j _2 G O j _6a h a t _6b n a_X N _5a b a m _5a k E_X J _5a t a_X j _1 h o Nm _2 k uo _3 m E _6a v e _2 b e n _1 k ie _1 n u j _5a,x i _1 m E _6a m a_X t _6b tS 7 j _2 G O j _6a h a t _6b n a_X N _5a b a m _5a k E_X J _5a t a_X j _1 h o Nm _2 k uo _3 m E _6a v e _2 b e n _1 k ie _1 n u j _5a
336,NMA_7_NU_S0002_74,M7 k _5b m 7 _1 k uo _3 k 7_X w _6a l a _2 dZ i _2,M7 k _5b m 7 _1 k uo _3 k 7_X w _6a l a _2 dZ i _2
337,NTM_Nam_6_S00010_38,k O n _1 tS 7_X w _1 k a_X j _2 ts_ ie m _1,k O n _1 tS 7_X w _1 k a_X j _2 ts_ ie m _1
338,TQA_7_NAM_S0045_33,h 7_X n _1 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 ts_ O _1 b O n _6a t 7 _5a N E _1 b a j _2 ts_ i m _1 E n _5a J E _5a,h 7_X n _1 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 ts_ O _1 b O n _6a t 7 _5a N E _1 b a j _2 ts_ i m _1 E n _5a J E _5a
339,TQA_7_NAM_S0045_237,x wp e _1 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 b O n _6a t 7 _5a N E _1,x wp e _1 7 j _1 k 7_X w _6a d O_X kp _6b ts_ O _1 b O n _6a t 7 _5a N E _1
340,ĐNK_7_NU_S0048_189,b O _3 v a w _2 l o Nm _2 S 7 n _1 k a _1,b O _3 v a w _2 l o Nm _2 S 7 n _1 k a _1
341,TTD_7_NAM_S0001_119,m E w _2 b o Nm _1 J a _2 t 7 _5a k O _5a b o _6a l 7_X w _1 m a_X w _2 v a N _2 s E m _1 l 7_X n _4 m a_X w _2 tS a_X N _5a J M N _1 m a_X w _2 v a N _2 l a j _6a J ie w _2 h 7 n _1 m a_X w _2 tS a_X N _5a,m E w _2 b o Nm _1 J a _2 t 7 _5a k O _5a b o _6a l 7_X w _1 m a_X w _2 v a N _2 s E m _1 l 7_X n _4 m a_X w _2 tS a_X N _5a J M N _1 m a_X w _2 v a N _2 l a j _6a J ie w _2 h 7 n _1 m a_X w _2 tS a_X N _5a
342,CPT_Nu_6_S0004_16,k O n _1 k O n _2 G a_X p _6b m o t _6b k O n _1 t_h u _5a r 7_X t _5b h ie n _2,k O n _1 k O n _2 G o p _6b m o t _6b k O n _1 t_h u _5a r 7_X t _5b h ie n _2
343,ĐNK_7_NU_S0048_78,b 7_X w _2 b 7_X j _2 t_h ie n _1 N a _1 tS a_X N _5a m uo t _5b d a N _1 b 7 j _1 l o j _6a,b 7_X w _2 b 7_X j _2 t_h ie n _1 N a _1 ts_ a_X N _5a m uo t _5b d a N _1 b 7 j _1 l o j _6a
344,NDBA_7_NAM_S0010_153,d e n _5a ts_ ie w _2 G a_X t _6b s O_X Nm _1 t_h M7 _3 r uo N _6a m O j _6a N M7 j _2 v u j _1 v E _3 d E_X J _5a l uo _5a v e _2,d e n _5a ts_ ie w _2 G a_X t _6b s O_X Nm _1 t_h M7 _3 r uo N _6a m O j _6a N M7 j _2 v u j _1 v E _3 d E_X J _5a l uo _5a v e _2
345,NMA_7_NU_S0002_77,S M _1 t M _3 b a n _2 ts_ wp ie n _6a s wp 7_X t _5b k wp 7_X n _1,s M _1 t M _3 b a n _2 ts_ wp ie n _6a s wp 7_X t _5b k wp 7_X n _1
