,Path,Canonical,Transcript
496,GQM_Nam_6_S0006_42,d O _5a l a _2 k E _3 t_h u _2 k uo _3 J a _2 ts_ uo t _6b,d O _5a l a _2 k E _3 t_h u _5a k uo _3 J a _2 ts_ uo t _6b
497,NDBA_7_NAM_S0010_72,l 7_X p _6b t M k _5b E_X J _1 m a_X j _1 ts_ O _1 m E w _2 m o t _6b b o _6a h ie _1 v a _2 ts_ ie k _5b a w _5a x wp a k _5b,l 7_X p _6b t M k _5b E_X J _1 m a_X j _1 ts_ O _1 m E w _2 m o t _6b b o _6a h ie _1 v a _2 ts_ ie k _5b a w _5a x wp a k _5b
498,THA_7_NU_S0043_114,k a k _5b b a n _6a tS O_X Nm _1 l 7 p _5b t M7 N _3 t M7 N _6a k 7_X j _1 h wp a _1 n O j _5a dZ i _2,k a k _5b b a n _6a tS O_X Nm _1 l 7 p _5b t M7 N _3 t M7 N _6a k 7_X j _1 h wp a _1 n O j _5a dZ i _2
499,NTN_7_NU_S0042_44,z a_X n _6a z O _2 ts_ O _1 h O_X kp _6b S i J _1 tS O_X Nm _1 tS M7 N _2 m o t _6b n a_X m _1 h O_X kp _6b m 7 j _5a d a t _6b J ie w _2 t_h E_X J _2 t i k _5b k a w _1,z a_X n _6a z O _2 ts_ O _1 h O_X kp _6b S i J _1 tS O_X Nm _1 tS M7 N _2 m o t _6b n a_X m _1 h O_X kp _6b m 7 j _5a d a t _6b J ie w _2 t_h E_X J _2 t i k _5b k a w _1
500,NHM_7_NU_S0006_50,o Nm _1 7 j _1 ts_ a_X w _5a r 7_X t _5b d o Nm _2 t i J _2 v 7 j _5a o Nm _1 x i _1 o Nm _1 k e t _5b b a n _6a v 7 j _5a t_h 7_X n _2 dZ O _5a,o Nm _1 7 j _1 ts_ a_X w _5a z 7_X t _5b d o Nm _2 t i J _2 v 7 j _5a o Nm _1 x i _1 o Nm _1 k e t _5b b a n _6a v 7 j _5a t_h 7_X n _2 dZ O _5a
501,CNBA_Nu_6_S0003_140,S a_X w _1 d 7_X j _1 k O n _1 s i n _1 d O_X kp _6b b a j _2 k a _5a m a_X N _1 l a k _6b m E _6a f 7_X n _2 h a j _1,s a_X w _1 d 7_X j _1 k O n _1 s i n _1 d O_X kp _6b b a j _2 k a _5a m a_X N _1 l a k _6b m E _6a f 7_X n _2 h a j _1
502,VTA_Nam_6_S0002_20,t_h O _3 t E n _4 t O _2,t_h O _3 t E n _4 t O _2
503,NT_7_NAM_S0009_64,v O j _1 v 7_X n _6a t a j _3 G 7_X w _5a s u Nm _1 f O_X Nm _1,v O j _1 v 7_X n _6a t a j _3 G 7_X w _5a s u Nm _1 f O_X Nm _1
504,TTD_7_NAM_S0001_165,s e p _5b k a k _5b t M _2 z M7 j _5a d 7_X j _1 v a w _2 J O m _5a t_h i k _5b h 7 p _6b,s e p _5b k a k _5b t M _2 z M7 j _5a d 7_X j _1 v a w _2 J O m _5a t_h i k _5b h 7 p _6b
505,THA_Nu_6_S00042_4,k wp a _6a l a _1 k wp a _6a k wp a _6a,k wp a _6a l a _1 k wp a _6a k wp a _6a
506,THA_Nu_6_S00042_199,b a _2 k O _5a J O _1 b a _1 k O _5a tS a _2 h a _2 k O _5a m ie _5a b E _5a l e _1 k O _5a S M7 _4,b a _2 k O _5a J O _1 b a _1 k O _5a tS a _2 h a _2 k O _5a m ie _5a b E _5a l e _1 k O _5a S M7 _4
507,PTT_7_NU_S0041_4,m o t _6b m o t _6b N a_X j _2 d 7_X w _2 n a_X m _1 b o n _5a n a N _2 t ie n _1 S 7_X n _1 s wp 7_X n _1 h a _6a t_h u _1 d o Nm _1 G a_X p _6b J a_X w _1,m o t _6b m o t _6b N a_X j _2 d 7_X w _2 n a_X m _1 b o n _5a n a N _2 t ie n _1 S 7_X n _1 s wp 7_X n _1 h a _6a t_h u _1 d o Nm _1 G a_X p _6b J a_X w _1
508,THA_Nu_6_S00042_219,l a m _2 dZ i _2 k O _5a dZ i _2 l a m _2 t_h i _2 k O _5a dZ i _2 t_h u _5a v i _6a J i _3,l a m _2 dZ i _2 k O _5a dZ i _2 l a m _2 t_h i _2 k O _5a dZ i _2 t_h u _5a v i _6a J i _3
509,TTD_7_NAM_S0001_12,l o Nm _1 l o Nm _1 v a N _2 m a t _5b z i w _6a,l o Nm _1 l o Nm _1 v a N _2 m a t _5b z i w _6a
510,NDBA_7_NAM_S0010_97,x i _1 t_h 7_X j _5a ts_ a N _2 tS a j _1 b E_X J _3 b a w _1 v a _2 r 7_X t _5b x wp E _3 m E_X J _6a J a _2 m uo _1 r 7_X t _5b v u j _1 m 7 j _2 v i _6a b a _5a t M7 k _5b l e n _1 s E _1 N M7 _6a v 7 j _5a m i J _2,x i _1 t_h 7_X j _5a ts_ a N _2 tS a j _1 tS E _3 b O_X Nm _3 b a w _1 v a _2 z 7_X t _5b x wp E _3 m E_X J _6a J a _2 m uo _1 z 7_X t _5b v u j _1 m 7 j _2 v i _6a b a _5a t M7 k _5b l e n _1 s E _1 N M7 _6a v 7 j _5a m i J _2
511,ĐNK_7_NU_S0048_6,r u _3 m uo _2 s wp 7_X n _1 k u Nm _2 v e _2,r u _3 m uo _2 s wp 7_X n _1 k u Nm _2 v e _2
512,NTN_7_NU_S0042_52,d a p _5b l 7 j _2 ts_ a w _2 k o _1 a _6a,d a p _5b l 7 j _2 ts_ a w _2 k o _1 a _6a
513,TTT_Nu_6_S00049_50,b a _1 ts_ u _5a l 7 n _6a k O n _1,b a _1 ts_ u _5a l 7 n _6a k O n _1
514,PTL_7_NU_S0008_14,k e _3 t e n _1 J M N _4 k O n _1 v 7_X t _6b k O _5a k E_X k _5b t_h a _1 k O n _1 dZ o Nm _5a J M _1 t_h a _1 k O n _1 m o j _2,k e _3 t e n _1 J M N _4 k O n _1 v 7_X t _6b k O _5a k E_X k _5b t_h a _1 k O n _1 dZ o Nm _5a J M _1 t_h a _1 k O n _1 m o j _2
515,LXT_Nam_6_S0008_64,m o t _6b l u _4 G a _2 tS o Nm _5a l u _4 G a _2 m a j _5a tS o n _5a S E_X k _6b,m o t _6b l u _4 G a _2 tS o Nm _5a l u _4 G a _2 m a j _5a tS o n _5a s E_X k _6b
516,TPA_Nu_6_S0009_19,ts_ u _5a r a _1 r a _1 l e J _6a ts_ O _1 G a _2 m a j _5a m 7 _1,ts_ u _5a r a _1 r a _1 l e J _6a ts_ O _1 G a _2 m a j _5a m 7 _1
517,THA_Nu_6_S00042_216,k a _3 m uo _2 h E _2 v E _1 ts_ i _3 h a m _1 ts_ 7 j _1 v E _1 ts_ i _3 h a m _1 m uo _5a k a _1,k a _3 m uo _2 h E _2 v E _1 ts_ i _3 h a m _1 ts_ 7 j _1 v E _1 ts_ i _3 h a m _1 m uo _5a k a _1
518,NHM_7_NU_S0006_151,N M7 j _2 E m _1 u t _5b b uo n _2 b a _4 x o Nm _1 k O n _2 k E_X k _5b n a w _2 x a k _5b d E_X J _2 J 7_X n _6a k O n _1 m E w _2 v 7_X j _6a,N M7 j _2 E m _1 u t _5b b uo n _2 b a _4 x o Nm _1 k O n _2 k E_X k _5b n a w _2 x a k _5b d E_X J _2 J 7_X n _6a k O n _1 m E w _2 v 7_X j _6a
519,THA_Nu_6_S00042_82,ts_ i _6a d a _4 ts_ O _1 b E _5a ts_ i _1 d i _1 J a _2 tS E _3,ts_ i _6a d a _4 ts_ O _1 b E _5a ts_ i _1 d i _1 J a _2 tS E _3
520,PC_7_NAM_S0004_118,k O n _2 t 7 _5a t_h i _2 t 7 _5a t_h 7_X j _5a ts_ u _5a S O_X kp _5b l a _2 d E p _6b J 7_X t _5b v i _2 ts_ u _5a S O_X kp _5b k O _5a ts_ ie k _5b d uo j _1 t O _1 l o Nm _1 n O _5a s u _2,k O n _2 t 7 _5a t_h i _2 t 7 _5a t_h 7_X j _5a ts_ u _5a s O_X kp _5b l a _2 d E p _6b J 7_X t _5b v i _2 ts_ u _5a s O_X kp _5b k O _5a ts_ ie k _5b d uo j _1 t O _1 l o Nm _1 n O _5a s u _2
521,ĐNK_7_NU_S0048_128,t 7 _5a d o _2 tS M7 k _5b,t 7 _5a d o _2 tS M7 k _5b
522,PTT_7_NU_S0041_48,f a j _3 J M N _1 f a j _3 k O _5a n a_X N _5a k uo _3 E m _1 h a _6a t_h i _2 k 7_X j _1 tS O_X Nm _1 v M7 n _2 m 7 j _5a d 7 m _1 tS a j _5a N O t _6b,f a j _3 J M N _1 f a j _3 k O _5a n a_X N _5a k uo _3 E m _1 h a _6a t_h i _2 k 7_X j _1 tS O_X Nm _1 v M7 n _2 m 7 j _5a d 7 m _1 tS a j _5a N O t _6b
523,NDBA_7_NAM_S0010_113,v i _2 v 7_X j _6a l a w _4 x o Nm _1 m 7_X t _5b J ie w _2 t_h 7 j _2 dZ a n _1 d e _3 b ie n _5a m i J _2 t_h E_X J _2 m o t _6b k O n _1 S M _1 t_h M _3 t M _3 d E_X J _5a S 7 _6a,v i _2 v 7_X j _6a l a w _4 x o Nm _1 m 7_X t _5b J ie w _2 t_h 7 j _2 dZ a n _1 d e _3 b ie n _5a m i J _2 t_h E_X J _2 m o t _6b k O n _1 S M _1 t_h M _3 t M _3 d E_X J _5a s 7 _6a
524,ĐNK_7_NU_S0048_86,t ie N _5a h O t _5b r o n _6a v a N _1 k a _3 m a_X t _6b n M7 k _5b,t ie N _5a h O t _5b r o n _6a v a N _1 k a _3 m a_X t _6b n M7 k _5b
525,CNBA_Nu_6_S0003_21,n a N _2 d E_X J _2 k e _3 v 7 j _5a v uo _1 ts_ a _1 v e _2 ts_ wp ie n _6a n a N _2 d a _4 h M7 _5a v 7 j _5a e k _5b,l a N _2 d E_X J _2 k e _3 v 7 j _5a v uo _1 ts_ a _1 v e _2 ts_ wp ie n _6a l a N _2 d a _4 h M7 _5a v 7 j _5a e k _5b
526,TPA_Nu_6_S0009_155,ts_ u Nm _5a t o j _1 v M7 _2 v ie t _5b t_h M _1 ts_ O _1 t_h 7_X j _2 d e _3 t_h 7_X j _2 x o Nm _1 t_h 7_X j _5a t_h ie w _5a ts_ u Nm _5a t o j _1 tS O_X Nm _1 m 7_X j _5a t_h a N _5a h E _2,ts_ u Nm _5a t o j _1 v M7 _2 v ie t _5b t_h M _1 ts_ O _1 t_h 7_X j _2 d e _3 t_h 7_X j _2 x o Nm _1 t_h 7_X j _5a t_h ie w _5a ts_ u Nm _5a t o j _1 tS O_X Nm _1 m 7_X j _5a t_h a N _5a h E _2
527,THA_7_NU_S0043_16,t ie t _5b h O_X kp _6b v u j _1 k wp a _5a,t ie t _5b h O_X kp _6b v u j _1 k wp a _5a
528,NMA_7_NU_S0002_132,h o m _1 n a w _2 m E _6a G a_X t _6b,h o m _1 n a w _2 m E _6a G a_X t _6b
529,GQM_Nam_6_S0006_29,m E _6a a n _1 u j _3 ts_ uo t _6b u t _5b,m E _6a a n _1 u j _3 ts_ uo t _6b u t _5b
530,GQM_Nam_6_S0006_103,t_h 7_X j _2 m 7 j _2 k wp a N _1 m i J _1,t_h 7_X j _2 m 7 j _2 k wp a N _1 m i J _1
531,ĐNK_7_NU_S0048_92,k wp E_X J _1 h o _2 i _1 r 7 _1 p a w _1 k O _5a J M N _4 l wp a j _2 ts_ i m _1 n a w _2,k wp E_X J _1 h o _2 i _1 r 7 _1 p a w _1 k O _5a J M N _4 l wp a j _2 ts_ i m _1 n a w _2
532,NMA_7_NU_S0002_162,b M k _5b tS E_X J _1 m E _6a m uo _1,b M k _5b tS E_X J _1 m E _6a m uo _1
533,ĐNK_7_NU_S0048_49,b e _1 ts_ i m _1 E n _5a z 7_X n _4 d M7 N _2 ts_ O _1 m uo _2 s wp 7_X n _1 v e _2,b e _1 ts_ i m _1 E n _5a z 7_X n _4 d M7 N _2 ts_ O _1 m uo _2 s wp 7_X n _1 v e _2
534,PTL_7_NU_S0008_167,t 7 _5a J i n _2 t_h 7_X j _5a k O n _1 x i _3,t 7 _5a J i n _2 t_h 7_X j _5a k O n _1 x i _3
535,LXT_Nam_6_S0008_35,b 7_X j _1 dZ 7 _2 b O n _6a m i J _2 l a j _6a d O_X kp _6b b a j _2 ts_ u _5a G a _2 k wp a n _1 tS O_X Nm _6a f 7_X n _2 h a j _1 J E _5a,b 7_X j _1 dZ 7 _2 b O n _6a m i J _2 l a j _6a d O_X kp _6b b a j _2 ts_ u _5a G a _2 k wp a n _1 tS O_X Nm _6a f 7_X n _2 h a j _1 J E _5a
536,CNBA_Nu_6_S0003_25,d e _3 t 7 _5a d O_X kp _6b t ie p _5b J E _5a,d e _3 t 7 _5a d O_X kp _6b t ie p _5b J E _5a
537,ĐNK_7_NU_S0048_33,r u _3 m uo _2 s wp 7_X n _1 k u Nm _2 v e _2,r u _3 m uo _2 s wp 7_X n _1 k u Nm _2 v e _2
538,CNBA_Nu_6_S0003_51,b ie n _3 d E p _6b k wp a _5a,b ie n _3 d E p _6b k wp a _5a
539,HYT_Nu_6_S0005_63,k O _5a b a _2 t 7 _5a k O _5a o Nm _1 t 7 _5a k O _5a k a _3 b o _5a m E _6a t 7 _5a v a _2 t M _2 l u kp _5b d O _5a d e n _5a n 7 j _1 t 7 _5a t_h 7_X j _5a d E p _6b l a_X m _5a,k O _5a b a _2 t 7 _5a k O _5a o Nm _1 t 7 _5a k O _5a k a _3 b o _5a m E _6a t 7 _5a v a _2 t M _2 l u kp _5b d O _5a d e n _5a n 7 j _1 t 7 _5a t_h 7_X j _5a d E p _6b l a_X m _5a
540,NDBA_7_NAM_S0010_34,n O _5a l ie n _2 z u Nm _2 ts_ ie k _5b m u j _4 n a_X j _2 k uo _3 m i J _2 k uo n _5a k E_X J _2 k 7_X j _1 v M t _5b r a _1 s a _1 r o j _2 h 7 n _5a h 7 _3 b a w _3 k a k _5b b a n _6a,n O _5a l ie n _2 z u Nm _2 ts_ ie k _5b m u j _4 n a_X j _2 k uo _3 m i J _2 k uo n _5a k E_X J _2 k 7_X j _1 v M t _5b r a _1 s a _1 r o j _2 h 7 n _5a h 7 _3 b a w _3 k a k _5b b a n _6a
541,CNBA_Nu_6_S0003_107,S a N _5a S a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1,s a N _5a s a N _5a m E _6a z 7_X n _4 ts_ u _5a d i _1 k ie m _5a a_X n _1
542,NTN_7_NU_S0042_84,k u Nm _4 t_h 7_X j _5a k o _1 d e n _5a r o j _2,k u Nm _4 t_h 7_X j _5a k o _1 d e n _5a r o j _2
543,NDBA_7_NAM_S0010_40,t M _2 d O _5a v O j _1 z u Nm _2 ts_ ie k _5b m u j _4 k uo _3 m i J _2 z O n _6a S E_X k _6b J M N _4 k E_X J _2 k 7_X j _1 x o _1 r 7 j _1 r u Nm _6a z u Nm _6a N a N _1 z O_X kp _6b tS O_X Nm _1 r M N _2 t a w _6a r a _1 r 7_X t _5b J ie w _2 ts_ o _4 tS o Nm _5a ts_ O _1 S O_X kp _5b tS o Nm _2 k 7_X j _1,t M _2 d O _5a v O j _1 z u Nm _2 ts_ ie k _5b m u j _4 k uo _3 m i J _2 z O n _6a S E_X k _6b J M N _4 k E_X J _2 k 7_X j _1 x o _1 r 7 j _1 r u Nm _6a z u Nm _6a N a N _1 z O_X kp _6b tS O_X Nm _1 r M N _2 t a w _6a r a _1 r 7_X t _5b J ie w _2 ts_ o _4 tS o Nm _5a ts_ O _1 s O_X kp _5b tS o Nm _2 k 7_X j _1
544,TPA_Nu_6_S0009_51,l u _4 G a _2 m a j _5a tS o n _5a S E_X k _6b,l u _4 G a _2 m a j _5a tS o n _5a S E_X k _6b
545,ĐNK_7_NU_S0048_162,S a_X w _1 x i _1 k 7_X w _6a d O_X kp _6b s O_X Nm _1 b a j _2 t_h 7 _1,S a_X w _1 x i _1 k 7_X w _6a d O_X kp _6b s O_X Nm _1 b a j _2 t_h 7 _1
546,ĐNK_7_NU_S0048_142,b 7 _2 tS E _1 k wp E_X J _1 h o _2,b 7 _2 tS E _1 k wp E_X J _1 h o _2
547,TPA_Nu_6_S0009_157,b uo j _3 h O_X kp _6b k uo j _5a n a_X m _1,b uo j _3 h O_X kp _6b k uo j _5a n a_X m _1
548,PTL_7_NU_S0008_148,k O n _1 k a _5a m a _2 k O _5a k a j _5a d uo j _1,k O n _1 k a _5a m a _2 k O _5a k a j _5a d uo j _1
549,NTN_7_NU_S0042_74,ie w _1 t_h M7 N _1 E m _1 N a_X m _5a m a j _4,ie w _1 t_h M7 N _1 E m _1 N a_X m _5a m a j _4
550,CNBA_Nu_6_S0003_95,d e m _1 d e m _1 n a N _2 N 7_X n _1 N a _1 h a t _5b,d e m _1 d e m _1 n a N _2 N 7_X n _1 N a _1 h a t _5b
551,NDBA_7_NAM_S0010_71,ts_ a N _2 ts_ a N _2 tS a j _1 tS E _3 h ie w _3 r a_X N _2 m i J _2 k O _5a m o t _6b ts_ u _3 m E w _2 J E_X J _1 tS i _5a,ts_ a N _2 ts_ a N _2 tS a j _1 tS E _3 h ie w _3 z a_X N _2 m i J _2 k O _5a m o t _6b ts_ u _3 m E w _2 J E_X J _1 tS i _5a
552,THA_7_NU_S0043_61,t_h 7_X j _2 b a w _3 k 7_X j _1 n a_X j _2 k O _5a r 7_X t _5b J ie w _2 k 7_X j _1 k O n _1,t_h 7_X j _2 b a w _3 k 7_X j _1 n a_X j _2 k O _5a r 7_X t _5b J ie w _2 k 7_X j _1 k O n _1
553,TTD_7_NAM_S0001_127,t 7 _5a t_h i _2 k u Nm _4 k O _5a t 7 _5a k O _5a E_X J _1 ts_ i _6a r uo t _6b k uo _3 t 7 _5a,t 7 _5a t_h i _2 k u Nm _4 k O _5a t 7 _5a k O _5a E_X J _1 ts_ i _6a z uo t _6b k uo _3 t 7 _5a
554,NTM_Nam_6_S00010_29,k O _5a l M N _1 h u _4 r M7 w _6a,k O _5a l M N _1 h u _4 r i w _6a
555,NMA_7_NU_S0002_48,k uo j _5a k u Nm _2 l a _2 k a j _5a d uo j _1,k uo j _5a k u Nm _2 l a _2 k a j _5a d uo j _1
556,LDMT_Nam_6_S00047_18,x i _3 d i _1 t_h a_X m _1 b a _2,x i _3 d i _1 t_h a_X m _1 b a _2
557,NNM_Nu_6_S00045_27,b a n _6a tS a _3 l 7 j _2 d u Nm _5a r o j _2 b a n _6a dZ O j _3 k wp a _5a,b a n _6a tS a _3 l 7 j _2 d u Nm _5a r o j _2 b a n _6a dZ O j _3 k wp a _5a
558,CNBA_Nu_6_S0003_180,l M7 _3 N wp a n _1 dZ u p _5b m E _6a t_h o j _3 d 7_X j _2 n o j _2 k 7 m _1,l M7 _3 N wp a n _1 dZ u p _5b m E _6a t_h o j _3 d 7_X j _2 n o j _2 k 7 m _1
559,NMA_7_NU_S0002_119,k a k _5b b o _6a f 7_X n _6a k uo _3 k 7_X j _1 d a _1 d M7 k _6b t a _3 b a_X N _2 J M N _4 h i J _2 t_h u _2 J M N _4 h i J _2 E_X J _3 n a w _2 G E p _5b d u Nm _5a,k a k _5b b o _6a f 7_X n _6a k uo _3 k 7_X j _1 d a _1 d M7 k _6b t a _3 b a_X N _2 J M N _4 h i J _2 t_h u _2 J M N _4 h i J _2 E_X J _3 n a w _2 G E p _5b d u Nm _5a
560,PC_7_NAM_S0004_38,v i _2 n O _5a b a w _5a h ie w _6a ts_ O _1 m O j _6a N M7 j _2 b ie t _5b m uo _2 s wp 7_X n _1 d a N _1 d e n _5a,v i _2 n O _5a b a w _5a h ie w _6a ts_ O _1 m O j _6a N M7 j _2 b ie t _5b m uo _2 s wp 7_X n _1 d a N _1 d e n _5a
561,TPA_Nu_6_S0009_92,t_h e _5a t_h i _2 k M _5a 7 _3 J a _2 m a _2 s E _1 ts_ i _3 S uo t _5b d 7 j _2,t_h e _5a t_h i _2 k M _5a 7 _3 J a _2 m a _2 s E _1 ts_ i _3 S uo t _5b d 7 j _2
562,ĐNK_7_NU_S0048_293,a _1 d o j _5a v 7 j _5a ts_ i m _1,a _1 d o j _5a v 7 j _5a ts_ i m _1
563,ĐNK_7_NU_S0048_251,d M7 k _6b t_h o j _1 t 7 _5a d O_X kp _6b J E _5a,d M7 k _6b t_h o j _1 t 7 _5a d O_X kp _6b J E _5a
564,THA_Nu_6_S00042_211,N O _3 i _5a ts_ i _6a ts_ O _1 v E _1 t i _5a dZ i _2 J E _5a,N O _4 i _5a ts_ i _6a ts_ O _1 v E _1 t i _5a dZ i _2 J E _5a
565,ĐNK_7_NU_S0048_58,h wp a _1 x wp E _1 S a_X k _5b n 7 j _1 n 7 j _1,h wp a _1 x wp E _1 S a_X k _5b n 7 j _1 n 7 j _1
566,CNBA_Nu_6_S0003_96,z 7_X n _1 d i _1 b ie n _3 N E _1 n a N _2 h a t _5b k wp e n _1 k a _3 m e t _6b k a _3 b uo n _2,z 7_X n _1 d i _1 b ie n _3 N E _1 n a N _2 h a t _5b k wp e n _1 k a _3 m e t _6b k a _3 b uo n _2
567,NDBA_7_NAM_S0010_53,k 7_X w _6a b ie t _5b k O n _1 dZ i _2 7 _3 z M7 j _5a n M7 k _5b,k 7_X w _6a b ie t _5b k O n _1 dZ i _2 7 _3 z M7 j _5a n M7 k _5b
568,PTT_7_NU_S0041_78,b uo j _3 tS M7 _1 l i m _1 z i m _1,b uo j _3 ts_ M7 _1 l i m _1 z i m _1
569,NTN_7_NU_S0042_88,dZ O _5a d M7 _1 t_h wp a N _3 h M7 N _1 J a j _2,dZ O _5a d M7 _1 t_h wp a N _3 h M7 N _1 J a j _2
570,THA_Nu_6_S00042_162,t o j _1 x o Nm _1 m 7 _3 k M7 _3 ts_ O _1 E_X J _1 d 7_X w _1,t o j _1 x o Nm _1 m 7 _3 k M7 _3 ts_ O _1 E_X J _1 d 7_X w _1
571,NHM_7_NU_S0006_79,v 7_X j _6a v i _2 S a w _1 N M7 j _2 t a _1 l a j _6a G O j _6a d O _5a l a _2 m uo _2 n M7 k _5b n o j _3,v 7_X j _6a v i _2 s a w _1 N M7 j _2 t a _1 l a j _6a G O j _6a d O _5a l a _2 m uo _2 n M7 k _5b n o j _3
572,TTD_7_NAM_S0001_110,r o j _2 E m _1 t_h 7_X j _5a k O n _1 t_h e _5a b a n _6a t_h 7_X j _5a k O n _1 v 7_X t _6b t_h e _5a n a w _2,z o j _2 E m _1 t_h 7_X j _5a k O n _1 t_h e _5a b a n _6a t_h 7_X j _5a k O n _1 v 7_X t _6b t_h e _5a n a w _2
573,ĐNK_7_NU_S0048_25,k 7_X j _1 k a m _1 v a N _2 t_h e m _1 tS a j _5a,k 7_X j _1 k a m _1 v a N _2 t_h e m _1 tS a j _5a
574,PTT_7_NU_S0041_147,t 7 _5a ts_ O n _6a i _5a t 7 _5a ts_ O n _6a i _5a b e _1,t 7 _5a ts_ O n _6a i _5a t 7 _5a ts_ O n _6a i _5a b e _1
575,PTL_7_NU_S0008_114,S M _3 t 7 _5a m a N _1 s M _5a S 7 _3 m uo N _1 t_h u _5a n E _2,S M _3 t 7 _5a m a N _1 s M _5a s M _3 m uo N _1 t_h u _5a n E _2
576,TPA_Nu_6_S0009_53,G a _2 tS o Nm _5a S 7 _6a ts_ a_X j _6a m 7_X t _5b,G a _2 tS o Nm _5a s 7 _6a ts_ a_X j _6a m 7_X t _5b
577,LXT_Nam_6_S0008_117,S a w _1 k 7_X w _6a b ie t _5b,s a w _1 k 7_X w _6a b ie t _5b
578,NDBA_7_NAM_S0010_62,x i _1 b a k _5b k wp a _1 d 7 j _2 b a _1 k O n _1 ts_ ie _1 J a_X w _1 r a _1 t a j _2 ts_ a _1 d a _4 d e _3 l a j _6a h a j _1 N M7 j _2 E_X J _1 z E_X J _2 d M7 k _6b ts_ ie k _5b k o j _5a s a_X j _1 v a _2 k O n _1 l M7 _2,x i _1 b a k _5b k wp a _1 d 7 j _2 b a _1 k O n _1 ts_ ie _1 J a_X w _1 z a _1 t a j _2 ts_ a _1 d a _4 d e _3 l a j _6a h a j _1 N M7 j _2 E_X J _1 z E_X J _2 d M7 k _6b ts_ ie k _5b k o j _5a s a_X j _1 v a _2 k O n _1 l M7 _2
579,CNBA_Nu_6_S0003_4,d e _3 t 7 _5a d O_X kp _6b J E _5a,d e _3 t 7 _5a d O_X kp _6b J E _5a
580,NHM_7_NU_S0006_7,t_h 7_X n _2 s o _1 o Nm _1 N a _4 l a_X n _1 k wp a_X j _1 r o j _2 b a_X j _1 d i _1 v 7 j _5a t ie N _5a k M7 j _2 N a w _6a N e _4,t_h 7_X n _2 s o _1 o Nm _1 N a _4 l a_X n _1 k wp a_X j _1 z o j _2 b a_X j _1 d i _1 v 7 j _5a t ie N _5a k M7 j _2 N a w _6a N e _4
581,PTL_7_NU_S0008_144,ts_ u Nm _5a m i J _2 k u Nm _2 d O_X kp _6b b a j _2 h M7 w _1 k a w _1 k o _3 J E _5a,ts_ u Nm _5a m i J _2 k u Nm _2 d O_X kp _6b b a j _2 h M7 w _1 k a w _1 k o _3 J E _5a
582,ĐNK_7_NU_S0048_154,ts_ u _5a v uo t _6b b a_X j _1 l e n _1,ts_ u _5a v uo t _6b b a_X j _1 l e n _1
583,PTL_7_NU_S0008_3,m E w _2 h o _3 b a w _5a S M _1 t M _3 t_h a _1 k O n _1 dZ o Nm _5a J M _1 t_h a _1 k O n _1 m o j _2,m E w _2 h o _3 b a w _5a s M _1 t M _3 t_h a _1 k O n _1 dZ o Nm _5a J M _1 t_h a _1 k O n _1 m o j _2
584,TPA_Nu_6_S0009_140,o j _1 m E _6a o j _1 m E _6a ts_ i _6a d a N _1 o m _5a h a _3 S O_X kp _5b ts_ i _6a v e _2 N a_X j _1 d 7_X j _1,o j _1 m E _6a o j _1 m E _6a ts_ i _6a d a N _1 o m _5a h a _3 s O_X kp _5b ts_ i _6a v e _2 N a_X j _1 d 7_X j _1
585,NTN_7_NU_S0042_92,7_X m _5a tS a N _1 v 7 _3 t_h 7 m _1 t_h O _1,7_X m _5a tS a N _1 v 7 _3 t_h 7 m _1 t_h O _1
586,LXT_Nam_6_S0008_68,t_h a w _3 E_X J _1 7 j _1 b 7_X j _1 dZ 7 _2 t 7 _5a d O_X kp _6b b a j _2 S O j _5a v a _2 z e _1 J E _5a,t_h a w _3 E_X J _1 7 j _1 b 7_X j _1 dZ 7 _2 t 7 _5a d O_X kp _6b b a j _2 s O j _5a v a _2 z 7_X j _1 J E _5a
587,ĐNK_7_NU_S0048_244,t o j _6a N ie p _6b n O _5a l a_X m _5a,t o j _6a N ie p _6b n O _5a l a_X m _5a
588,TPA_Nu_6_S0009_143,ts_ i _6a u t _5b d u Nm _5a l a _2 N M7 j _2 k O n _1 h ie w _5a t_h a w _3,ts_ i _6a u t _5b d u Nm _5a l a _2 N M7 j _2 k O n _1 h ie w _5a t_h a w _3
589,THA_7_NU_S0043_86,t 7 _5a v a _2 k 7_X w _6a k u Nm _2 d O_X kp _6b b a j _2 ts_ 7_X w _6a h wp a _1 J E _5a,t 7 _5a v a _2 k 7_X w _6a k u Nm _2 d O_X kp _6b b a j _2 ts_ 7_X w _6a h wp a _1 J E _5a
590,THA_Nu_6_S00042_236,k 7_X w _6a dZ O j _3 k wp a _5a t 7 _5a x E n _1 k 7_X w _6a,k 7_X w _6a dZ O j _3 k wp a _5a t 7 _5a x E n _1 k 7_X w _6a
591,NMA_7_NU_S0002_248,k uo k _5b t wp a n _3 k O n _2 tS E _3 m a _2 b ie t _5b b ie t _5b l O _1 v ie k _6b n M7 k _5b t a _1 k O _5a l 7 j _2 x E n _1,k uo k _5b t wp a n _3 k O n _2 tS E _3 m a _2 b ie t _5b b ie t _5b l O _1 v ie k _6b n M7 k _5b t a _1 k O _5a l 7 j _2 x E n _1
